testBody
{"firmware":"0.5.9","device":"3C-33-16-ED-10-2D","lat":-6.9949,"lon":114.0612}
{"firmware":"0.28","device":"68-3D-53-45-BC-88","lat":14.8533744,"lon":100.9894413}
{"firmware":"0.6.1","device":"BD-0E-23-77-D1-85","lat":49.2337681,"lon":2.8874923}
{"firmware":"1.9.4","device":"FF-69-E6-B3-06-EC","lat":8.9112352,"lon":38.6267637}
{"firmware":"1.6.7","device":"6F-08-8D-D9-4A-23","lat":36.3755668,"lon":36.9917125}
{"firmware":"9.93","device":"83-2B-03-83-D5-A3","lat":6.594633,"lon":125.400567}
{"firmware":"8.48","device":"73-15-4A-12-C3-5E","lat":49.2849107,"lon":-122.8677562}
{"firmware":"1.21","device":"B8-40-9A-DB-92-49","lat":10.6968843,"lon":106.8907696}
{"firmware":"8.4.2","device":"FC-A7-EE-12-80-56","lat":14.2157645,"lon":109.1166566}
{"firmware":"0.6.6","device":"35-C8-AA-EA-6C-DB","lat":23.5585593,"lon":89.9041371}
{"firmware":"4.0.4","device":"59-82-23-88-7E-EC","lat":51.506437,"lon":100.6714581}
{"firmware":"2.16","device":"68-0F-A2-8A-09-01","lat":21.470022,"lon":110.541691}
{"firmware":"0.69","device":"A9-DD-B8-F9-63-1E","lat":41.6848051,"lon":-7.2733583}
{"firmware":"9.3","device":"A6-56-1E-CE-DC-E0","lat":35.9676772,"lon":126.7366293}
{"firmware":"2.22","device":"17-B3-73-D6-9D-B3","lat":56.1629286,"lon":13.8037716}
{"firmware":"0.11","device":"C0-47-D6-88-76-37","lat":46.1650664,"lon":-62.6480207}
{"firmware":"8.9","device":"DF-B8-51-16-DE-15","lat":59.1395,"lon":9.65523}
{"firmware":"3.8","device":"BE-9A-46-0E-AD-BD","lat":15.0410586,"lon":120.0745042}
{"firmware":"0.7.9","device":"57-39-49-13-15-CB","lat":47.389969,"lon":122.738679}
{"firmware":"3.8","device":"EA-A5-60-40-FD-5A","lat":18.4748726,"lon":-69.9002083}
{"firmware":"0.5.4","device":"2E-23-DD-82-A4-75","lat":53.3274494,"lon":17.8753018}
{"firmware":"0.18","device":"8C-A1-2B-5F-96-F8","lat":-20.3321939,"lon":-40.2897153}
{"firmware":"4.1","device":"CD-1D-0A-95-4B-78","lat":-16.2976181,"lon":-68.533658}
{"firmware":"9.0","device":"2D-85-37-C6-50-F2","lat":41.0043316,"lon":-8.4313535}
{"firmware":"6.16","device":"8B-32-55-00-1D-6A","lat":40.4249808,"lon":49.950331}
{"firmware":"1.1.3","device":"24-F3-BC-63-05-6A","lat":60.7373073,"lon":24.7548524}
{"firmware":"0.5.6","device":"65-D3-54-33-52-C4","lat":-7.6144216,"lon":110.7742709}
{"firmware":"2.1","device":"3A-EB-E9-63-96-9F","lat":6.7703871,"lon":8.9935558}
{"firmware":"6.3.7","device":"89-CC-27-58-8D-37","lat":35.2285451,"lon":128.8893517}
{"firmware":"1.87","device":"B5-E4-C5-77-43-5A","lat":2.731033,"lon":117.1147095}
{"firmware":"5.82","device":"47-92-36-FE-A3-BC","lat":53.6693538,"lon":23.8131306}
{"firmware":"4.39","device":"85-54-22-74-B0-C8","lat":23.2252,"lon":113.148534}
{"firmware":"9.30","device":"19-95-7B-1E-86-0F","lat":-8.5305384,"lon":120.5766976}
{"firmware":"0.46","device":"BE-B4-F1-1C-EC-7F","lat":57.4357357,"lon":13.9788932}
{"firmware":"8.73","device":"FD-63-28-0B-C5-C1","lat":40.996725,"lon":19.5270566}
{"firmware":"7.5.1","device":"49-2C-6E-E5-23-63","lat":44.5089456,"lon":19.6011491}
{"firmware":"0.3.1","device":"2E-C1-98-48-5E-3C","lat":36.1560347,"lon":68.0477509}
{"firmware":"1.38","device":"E5-C9-A5-78-A7-1B","lat":65.0344464,"lon":25.8438146}
{"firmware":"1.3.9","device":"AA-56-35-32-4B-E4","lat":8.7519471,"lon":150.3392188}
{"firmware":"0.43","device":"87-DF-0C-D4-40-0B","lat":14.9417812,"lon":-91.8252028}
{"firmware":"3.1","device":"65-BB-40-CD-A9-52","lat":-6.765065,"lon":107.8643822}
{"firmware":"6.1","device":"AD-17-6B-42-F8-70","lat":7.193611,"lon":100.592145}
{"firmware":"5.6","device":"F8-18-C3-8A-76-11","lat":57.3423349,"lon":13.7300442}
{"firmware":"0.7.2","device":"79-CA-2D-68-9E-0E","lat":-4.1132769,"lon":-38.4639632}
{"firmware":"0.6.5","device":"4F-09-05-DF-10-17","lat":59.6637076,"lon":16.5305978}
{"firmware":"4.76","device":"4A-2C-53-41-D2-3C","lat":45.026845,"lon":9.9968284}
{"firmware":"4.5","device":"78-B8-C1-01-04-EA","lat":-10.1917127,"lon":123.5616058}
{"firmware":"0.45","device":"DB-EA-2D-1F-51-53","lat":-6.2311496,"lon":106.8274069}
{"firmware":"0.37","device":"58-9C-97-1C-81-55","lat":-4.203866,"lon":36.927071}
{"firmware":"0.58","device":"12-F4-EB-1E-E0-74","lat":19.2312719,"lon":-101.4591146}
{"firmware":"3.2","device":"B6-06-06-FD-08-34","lat":-3.971033,"lon":-41.6809724}
{"firmware":"0.25","device":"6A-BD-42-D4-1E-9E","lat":41.6252602,"lon":48.6763991}
{"firmware":"0.5.2","device":"DC-DE-89-94-70-74","lat":-0.5350427,"lon":34.4530968}
{"firmware":"5.20","device":"24-AD-D5-0D-B4-A2","lat":41.3121037,"lon":-8.1656088}
{"firmware":"0.98","device":"36-11-4C-92-09-C8","lat":32.17842,"lon":35.21569}
{"firmware":"8.0","device":"5C-F3-E8-10-AE-3F","lat":33.094679,"lon":100.596781}
{"firmware":"5.52","device":"0D-5D-AB-6D-23-0B","lat":43.2038704,"lon":44.8434843}
{"firmware":"0.34","device":"89-A0-E5-01-A4-22","lat":32.271335,"lon":121.293439}
{"firmware":"0.4.9","device":"8D-CE-5D-17-ED-C1","lat":-31.4505323,"lon":-64.1847851}
{"firmware":"0.16","device":"0A-6D-4E-B8-AA-0A","lat":-6.2188206,"lon":106.6236044}
{"firmware":"4.5","device":"C8-C7-A5-1A-3C-19","lat":28.524376,"lon":113.233807}
{"firmware":"5.1","device":"A7-D9-8A-34-8E-6F","lat":45.4401623,"lon":39.5186898}
{"firmware":"3.62","device":"95-B7-11-4F-D3-34","lat":52.8886634,"lon":18.1227285}
{"firmware":"0.8.5","device":"73-22-06-20-77-F3","lat":-6.8426021,"lon":111.8747445}
{"firmware":"0.63","device":"5D-59-DE-1C-43-83","lat":-8.2271785,"lon":124.6773561}
{"firmware":"3.6.7","device":"09-38-F4-03-B4-A8","lat":10.4597466,"lon":-66.5581092}
{"firmware":"0.92","device":"5E-12-3E-B4-D5-E1","lat":52.182599,"lon":20.5627943}
{"firmware":"9.1","device":"38-BA-D1-ED-DB-84","lat":38.0818216,"lon":140.0392974}
{"firmware":"4.30","device":"7D-CB-C0-63-30-6F","lat":-18.2417866,"lon":-43.6035055}
{"firmware":"0.30","device":"05-C5-5E-CB-24-EB","lat":51.3666314,"lon":6.1313871}
{"firmware":"6.59","device":"4A-BE-C1-AE-80-CA","lat":13.4960361,"lon":-88.5299428}
{"firmware":"0.3.8","device":"21-93-A6-FF-5E-46","lat":-1.959951,"lon":32.929501}
{"firmware":"0.4.4","device":"97-45-A5-46-77-A2","lat":-22.250939,"lon":-45.928795}
{"firmware":"6.4.4","device":"98-0F-BF-46-5E-12","lat":-6.9415153,"lon":-78.1350635}
{"firmware":"0.51","device":"00-92-64-93-BA-DC","lat":15.0244769,"lon":102.8355708}
{"firmware":"0.37","device":"01-30-D3-7A-E3-C0","lat":43.4750998,"lon":1.7205437}
{"firmware":"0.4.6","device":"68-F7-AD-22-DD-D6","lat":-24.2530306,"lon":-49.7106625}
{"firmware":"2.91","device":"7F-0D-74-18-BB-90","lat":-27.0007882,"lon":27.3733989}
{"firmware":"6.4","device":"F2-59-28-0B-B6-69","lat":52.7572749,"lon":78.2041704}
{"firmware":"3.75","device":"29-BF-A8-41-9B-5A","lat":43.3497076,"lon":26.626104}
{"firmware":"0.5.6","device":"EB-76-99-74-20-F3","lat":3.1523104,"lon":101.7178316}
{"firmware":"2.1","device":"8A-51-6E-C7-4B-C4","lat":14.6004472,"lon":121.030802}
{"firmware":"6.1","device":"D7-6D-59-DC-C0-5B","lat":21.115093,"lon":-101.6961551}
{"firmware":"0.71","device":"43-DC-BD-B5-0F-71","lat":59.2290118,"lon":18.2180635}
{"firmware":"9.2.6","device":"E1-B7-52-15-27-02","lat":30.983057,"lon":117.099325}
{"firmware":"5.97","device":"E1-88-B6-C4-8F-8A","lat":14.5700525,"lon":121.021201}
{"firmware":"6.6","device":"46-12-42-6B-E9-66","lat":49.1168862,"lon":16.5813788}
{"firmware":"9.1.0","device":"90-0C-13-82-52-8B","lat":9.5608923,"lon":-73.3384471}
{"firmware":"9.88","device":"35-4B-2A-75-4D-73","lat":32.3622982,"lon":120.5285929}
{"firmware":"3.4.5","device":"D2-A9-A2-8B-85-14","lat":10.3793903,"lon":106.4541903}
{"firmware":"0.4.5","device":"71-E9-3A-89-2E-5B","lat":41.6445836,"lon":0.587269}
{"firmware":"7.56","device":"9C-B9-E4-C5-AB-ED","lat":37.6796771,"lon":68.8347313}
{"firmware":"6.80","device":"12-29-CF-BB-43-5B","lat":49.3648502,"lon":16.6477552}
{"firmware":"6.8","device":"DA-81-56-B0-B4-99","lat":13.767897,"lon":100.5009637}
{"firmware":"0.4.5","device":"26-18-ED-76-73-0A","lat":34.6040791,"lon":119.1782422}
{"firmware":"3.05","device":"A1-69-74-CF-59-AF","lat":54.948864,"lon":31.0570797}
{"firmware":"1.1.2","device":"DA-45-62-7B-AA-91","lat":18.298838,"lon":109.156279}
{"firmware":"1.91","device":"70-81-D9-A9-97-34","lat":-19.8552965,"lon":-44.6113601}
{"firmware":"3.6","device":"66-47-F5-3F-29-2C","lat":58.5235952,"lon":13.4953857}
{"firmware":"3.6.7","device":"7B-E4-FA-08-8C-3D","lat":30.39194,"lon":114.894843}
{"firmware":"4.22","device":"9B-8B-90-97-A5-8D","lat":40.3132524,"lon":73.4445392}
{"firmware":"4.6","device":"30-A6-7C-3F-B8-58","lat":-10.8996,"lon":122.9017}
{"firmware":"0.6.0","device":"C0-98-DB-D9-82-5C","lat":55.7479383,"lon":37.7066623}
{"firmware":"6.4.3","device":"C0-AD-89-89-8C-A5","lat":-16.5625267,"lon":-41.8402054}
{"firmware":"0.35","device":"28-10-13-57-46-22","lat":5.742809,"lon":125.243313}
{"firmware":"0.10","device":"16-62-12-CF-F1-A6","lat":9.4101982,"lon":45.0629902}
{"firmware":"5.12","device":"81-4E-43-52-A2-02","lat":41.99427,"lon":21.574625}
{"firmware":"5.5","device":"62-1F-1D-45-D2-64","lat":-15.2122806,"lon":-72.8901725}
{"firmware":"4.6","device":"38-3B-0B-93-D9-08","lat":-6.4901067,"lon":106.8306951}
{"firmware":"0.8.3","device":"35-41-F7-D8-B1-02","lat":59.0953369,"lon":10.2246608}
{"firmware":"4.9.7","device":"99-88-86-20-13-81","lat":45.4726625,"lon":4.3812793}
{"firmware":"2.33","device":"49-AD-36-CA-9D-EF","lat":38.0918397,"lon":-8.0480529}
{"firmware":"0.6.0","device":"65-F3-1E-9F-04-8D","lat":21.4662223,"lon":95.38872}
{"firmware":"7.6","device":"98-56-56-ED-48-34","lat":55.8389853,"lon":37.1414146}
{"firmware":"1.3.8","device":"EB-EC-BF-49-34-3C","lat":-7.1108,"lon":113.5265}
{"firmware":"3.00","device":"01-7E-DD-1C-C0-AD","lat":49.0492373,"lon":16.7374199}
{"firmware":"1.7.9","device":"64-87-34-96-BB-83","lat":55.3767331,"lon":13.1451742}
{"firmware":"2.0.9","device":"ED-07-9E-F1-C9-D2","lat":41.095685,"lon":121.1268459}
{"firmware":"0.31","device":"B6-52-54-E3-FD-9A","lat":26.1656051,"lon":50.5523828}
{"firmware":"9.9.0","device":"65-34-A7-14-96-B8","lat":45.8209156,"lon":41.7473982}
{"firmware":"4.5.9","device":"57-83-C5-6D-2D-BA","lat":52.958682,"lon":48.319948}
{"firmware":"2.90","device":"6C-0B-9F-73-F3-6A","lat":4.243113,"lon":117.893335}
{"firmware":"0.81","device":"BB-84-90-7C-95-CA","lat":44.3703217,"lon":40.8103225}
{"firmware":"0.37","device":"BE-35-66-DF-4A-B0","lat":55.6665482,"lon":12.556108}
{"firmware":"5.1","device":"B6-A6-B8-36-05-12","lat":-4.9652806,"lon":23.4478441}
{"firmware":"0.13","device":"08-2D-85-F0-29-B2","lat":53.5733796,"lon":18.0101779}
{"firmware":"0.4.3","device":"B8-54-7C-F4-E7-70","lat":19.4511972,"lon":-99.2401069}
{"firmware":"1.8","device":"55-6A-15-AC-A5-35","lat":25.8516667,"lon":114.7766667}
{"firmware":"6.5","device":"96-EE-3D-6C-B7-FB","lat":10.2535534,"lon":-67.9583246}
{"firmware":"0.17","device":"64-EC-81-44-97-2C","lat":-7.040572,"lon":106.8448686}
{"firmware":"6.0","device":"4A-63-88-1F-77-F0","lat":37.9838096,"lon":23.7275388}
{"firmware":"6.73","device":"B6-5F-68-61-B7-DF","lat":33.24846,"lon":132.6146565}
{"firmware":"4.08","device":"F6-DB-17-AE-7B-19","lat":39.726929,"lon":116.341395}
{"firmware":"0.8.7","device":"D3-EC-95-50-11-8A","lat":55.906648,"lon":94.7518395}
{"firmware":"3.0","device":"53-4E-A8-CB-75-FF","lat":13.1916462,"lon":-59.5800813}
{"firmware":"0.5.1","device":"6C-0F-BA-14-51-F7","lat":57.9788789,"lon":33.243615}
{"firmware":"0.29","device":"7F-1D-8C-75-17-E3","lat":41.9720786,"lon":-87.7517295}
{"firmware":"3.70","device":"35-F2-27-39-6D-31","lat":27.1840722,"lon":114.9749001}
{"firmware":"0.75","device":"C8-B4-BF-DA-47-8F","lat":-8.1611036,"lon":113.6770012}
{"firmware":"3.2","device":"98-06-75-EE-0A-10","lat":46.2893452,"lon":28.6519897}
{"firmware":"9.4.0","device":"8D-EB-13-16-91-45","lat":-8.5083726,"lon":115.5672264}
{"firmware":"1.9.4","device":"38-4A-C6-FC-AE-D4","lat":43.8521146,"lon":-79.1012197}
{"firmware":"8.16","device":"8A-9D-31-5E-5D-84","lat":43.486492,"lon":16.5996595}
{"firmware":"0.2.0","device":"37-EF-51-A5-06-10","lat":34.9255083,"lon":64.1478236}
{"firmware":"0.5.1","device":"E8-07-93-AF-57-B8","lat":22.788341,"lon":113.152357}
{"firmware":"0.96","device":"58-B8-5E-F7-79-D1","lat":-7.6426348,"lon":112.7032945}
{"firmware":"6.5.6","device":"CC-4F-2C-D3-73-3C","lat":-13.1638737,"lon":-74.2235641}
{"firmware":"6.6","device":"1E-E3-5D-F5-55-9D","lat":44.9829,"lon":128.720857}
{"firmware":"0.6.6","device":"AD-AD-5B-38-A6-63","lat":-10.7333933,"lon":123.1260578}
{"firmware":"9.92","device":"02-E1-E7-4F-93-1B","lat":13.4254522,"lon":99.9590822}
{"firmware":"0.79","device":"E9-32-A8-A4-44-07","lat":25.710538,"lon":116.754472}
{"firmware":"4.3","device":"1B-AE-2C-11-EA-0C","lat":69.0474473,"lon":33.2898473}
{"firmware":"0.36","device":"A7-B6-C0-BE-DF-79","lat":13.5699981,"lon":-14.5611573}
{"firmware":"7.9","device":"44-66-FC-39-B6-F8","lat":-7.3032329,"lon":108.6591293}
{"firmware":"9.0","device":"B1-83-22-15-CF-71","lat":39.026091,"lon":-95.7226884}
{"firmware":"5.2.9","device":"17-A8-77-76-BF-7E","lat":40.6500061,"lon":69.9877879}
{"firmware":"2.8.6","device":"6D-D3-7D-49-3D-01","lat":4.5943745,"lon":-74.0740729}
{"firmware":"0.5.3","device":"B7-6D-46-EE-3E-BF","lat":37.152576,"lon":-7.8890523}
{"firmware":"0.6.8","device":"3C-D9-B1-21-6F-19","lat":39.2992172,"lon":-9.2824776}
{"firmware":"0.9.7","device":"84-3F-EF-05-A2-5A","lat":38.9388075,"lon":100.4436203}
{"firmware":"9.4","device":"69-C7-92-FC-44-EB","lat":-7.2857473,"lon":106.6409198}
{"firmware":"0.5.5","device":"CC-66-75-30-F5-DF","lat":-9.3588996,"lon":119.9162276}
{"firmware":"0.60","device":"9C-66-9D-78-56-34","lat":-2.1678255,"lon":33.5811995}
{"firmware":"5.7.3","device":"C0-55-30-F3-85-DE","lat":28.871569,"lon":105.44174}
{"firmware":"7.0.3","device":"FE-67-3D-56-D9-3E","lat":-27.455258,"lon":-55.754731}
{"firmware":"9.13","device":"6C-83-0E-57-32-B9","lat":-7.3684588,"lon":107.4967147}
{"firmware":"9.35","device":"32-74-E7-1F-8C-8F","lat":38.4208043,"lon":141.2106391}
{"firmware":"2.9","device":"44-F3-F5-A4-9B-0C","lat":26.6866896,"lon":-78.9712451}
{"firmware":"1.1","device":"D3-FF-AB-7A-69-FD","lat":51.361479,"lon":15.7613834}
{"firmware":"0.27","device":"13-CB-AD-6C-C5-F6","lat":42.901533,"lon":125.136451}
{"firmware":"9.1","device":"71-10-BC-1D-77-F6","lat":53.374266,"lon":-6.218069}
{"firmware":"4.6","device":"9C-EF-64-E8-8E-89","lat":59.4043888,"lon":18.0280746}
{"firmware":"1.64","device":"74-C0-AC-11-AA-6D","lat":-14.0393995,"lon":-75.7051647}
{"firmware":"0.9.4","device":"FC-50-7F-E2-74-8D","lat":47.9035673,"lon":1.9638715}
{"firmware":"3.3","device":"4D-AD-1E-37-8F-3D","lat":36.2308144,"lon":38.0181686}
{"firmware":"0.82","device":"CD-06-A2-D8-BE-7C","lat":38.7726507,"lon":-7.502314}
{"firmware":"5.3","device":"3F-BF-AD-52-47-F6","lat":15.1539332,"lon":-87.8721602}
{"firmware":"5.29","device":"CC-3A-86-CB-DE-64","lat":59.5782797,"lon":17.4879349}
{"firmware":"1.3","device":"01-F4-3E-00-7F-72","lat":36.7844993,"lon":126.4503169}
{"firmware":"0.46","device":"60-91-54-8A-61-E0","lat":38.2468667,"lon":47.1168459}
{"firmware":"4.9","device":"B4-BE-A6-E2-FD-D7","lat":15.5891445,"lon":-61.3531023}
{"firmware":"2.6.6","device":"11-A0-1B-25-2A-BE","lat":10.8733058,"lon":0.2010233}
{"firmware":"0.8.5","device":"D9-93-EA-75-B5-5A","lat":40.7773081,"lon":-74.0186386}
{"firmware":"7.2","device":"23-FB-18-42-42-BD","lat":59.3198495,"lon":18.0754293}
{"firmware":"7.6.3","device":"3E-2D-08-E8-E0-BB","lat":40.8403439,"lon":22.7755938}
{"firmware":"0.31","device":"D5-D0-1B-47-4E-72","lat":50.0022253,"lon":8.1937267}
{"firmware":"4.17","device":"65-BC-EA-F1-52-9C","lat":-10.5792295,"lon":-37.745028}
{"firmware":"3.6.1","device":"90-6A-FE-51-A3-7D","lat":51.5258667,"lon":57.3241614}
{"firmware":"0.27","device":"E4-CB-B6-F8-7D-B3","lat":18.4768908,"lon":-69.9330362}
{"firmware":"0.7.5","device":"EB-BD-06-2E-A4-40","lat":47.028397,"lon":129.0207931}
{"firmware":"0.3.8","device":"54-00-61-E8-3B-79","lat":56.2960315,"lon":14.8591964}
{"firmware":"4.3","device":"EC-97-4B-4F-9A-30","lat":49.1382421,"lon":0.2312423}
{"firmware":"0.1.0","device":"62-3A-28-4E-12-1C","lat":50.1283894,"lon":15.9182326}
{"firmware":"0.5.4","device":"9F-71-CF-34-39-3E","lat":-6.3007596,"lon":106.8329412}
{"firmware":"0.59","device":"DE-BB-67-18-50-5A","lat":49.7529483,"lon":13.0041032}
{"firmware":"7.8.4","device":"A6-3E-D4-F8-DC-B3","lat":45.2661778,"lon":18.7963503}
{"firmware":"0.68","device":"72-74-20-B9-56-B4","lat":48.7911354,"lon":26.6912362}
{"firmware":"5.4.0","device":"CC-ED-46-87-C7-56","lat":30.3276652,"lon":-81.6631259}
{"firmware":"3.7.1","device":"C0-F3-26-AC-5D-A9","lat":-8.3243906,"lon":122.9846079}
{"firmware":"3.8.4","device":"B5-E1-7C-2F-D3-30","lat":14.5374461,"lon":121.022248}
{"firmware":"7.7.5","device":"81-3D-DE-03-12-EF","lat":39.0041313,"lon":63.568808}
{"firmware":"1.22","device":"48-80-56-87-2D-24","lat":53.4855448,"lon":-6.1544115}
{"firmware":"8.0.2","device":"04-70-9B-D1-11-7E","lat":36.6817149,"lon":65.7490624}
{"firmware":"3.16","device":"8A-E2-B7-BE-E9-24","lat":8.5531389,"lon":123.7669004}
{"firmware":"6.37","device":"04-6F-9C-C3-E6-FF","lat":16.23063,"lon":44.58476}
{"firmware":"0.1.1","device":"6F-54-39-4F-B2-1E","lat":49.0186498,"lon":26.3397803}
{"firmware":"9.1.1","device":"1F-69-F3-5D-B8-81","lat":-8.7867,"lon":121.1256}
{"firmware":"0.72","device":"78-BF-86-E2-14-C4","lat":19.535141,"lon":110.0608725}
{"firmware":"3.7.1","device":"24-F4-85-72-64-ED","lat":10.347021,"lon":15.2370339}
{"firmware":"0.69","device":"CD-1F-1C-22-EE-EA","lat":31.8742348,"lon":10.9750484}
{"firmware":"4.64","device":"96-5A-6F-FA-E5-B5","lat":48.42647,"lon":-123.3227421}
{"firmware":"2.75","device":"59-E5-F0-66-64-57","lat":48.7764948,"lon":17.0214389}
{"firmware":"6.6.2","device":"43-19-35-CC-84-9C","lat":32.903454,"lon":-117.2195678}
{"firmware":"5.6.5","device":"1B-EF-56-31-59-23","lat":8.039166,"lon":124.268625}
{"firmware":"0.96","device":"66-E6-89-61-6D-50","lat":54.62514,"lon":100.123642}
{"firmware":"0.23","device":"F3-E1-AC-45-D1-41","lat":48.2414942,"lon":-1.8090692}
{"firmware":"9.8","device":"ED-61-FD-13-BB-13","lat":-26.8214685,"lon":-55.0199394}
{"firmware":"0.5.9","device":"4F-82-97-59-D3-AE","lat":49.18332,"lon":-99.66364}
{"firmware":"0.55","device":"78-44-8A-A3-AB-AC","lat":35.6553472,"lon":139.5476397}
{"firmware":"8.6","device":"84-3E-4D-98-B4-0E","lat":28.074649,"lon":119.141473}
{"firmware":"0.88","device":"D3-50-E8-A4-63-A8","lat":-17.9391842,"lon":-65.3421126}
{"firmware":"0.91","device":"C5-ED-25-27-34-4B","lat":-10.249091,"lon":-48.3242858}
{"firmware":"1.50","device":"34-34-5C-24-75-3D","lat":19.4344475,"lon":-99.1532952}
{"firmware":"0.5.9","device":"5D-E6-D2-B8-5A-AF","lat":7.998611,"lon":123.6602783}
{"firmware":"0.45","device":"97-E2-07-0D-4B-97","lat":10.74044,"lon":-74.755272}
{"firmware":"0.92","device":"FE-DE-67-79-95-55","lat":-7.8003628,"lon":110.0181673}
{"firmware":"7.46","device":"8C-98-9D-31-0B-AA","lat":-1.4493473,"lon":-79.4634825}
{"firmware":"4.17","device":"26-8E-E3-C8-3B-14","lat":19.2244114,"lon":100.3947116}
{"firmware":"9.4.1","device":"8D-9B-75-18-45-6B","lat":50.0549693,"lon":6.0239884}
{"firmware":"2.89","device":"FC-BF-1D-A8-11-1E","lat":32.235967,"lon":110.227954}
{"firmware":"0.82","device":"49-66-1E-00-45-EA","lat":49.0998215,"lon":17.757483}
{"firmware":"0.5.2","device":"2A-51-3C-67-95-A4","lat":40.882377,"lon":122.685217}
{"firmware":"3.18","device":"6A-A3-03-16-D6-94","lat":-7.7285206,"lon":110.7897275}
{"firmware":"2.8","device":"EC-0E-A0-62-CB-87","lat":49.7245218,"lon":16.8754183}
{"firmware":"2.03","device":"0D-68-67-6F-97-FD","lat":35.8712549,"lon":120.0058196}
{"firmware":"8.8.9","device":"E4-1D-7D-19-CA-8A","lat":48.42647,"lon":-123.3227421}
{"firmware":"0.60","device":"9F-09-98-C8-FF-66","lat":9.5842012,"lon":-5.1953554}
{"firmware":"1.13","device":"EA-9A-75-53-0D-41","lat":42.7015624,"lon":25.8960346}
{"firmware":"3.28","device":"31-8D-B3-92-3A-9E","lat":28.945479,"lon":120.379714}
{"firmware":"0.9.2","device":"22-EF-53-89-FD-0D","lat":34.34866,"lon":106.009915}
{"firmware":"4.7","device":"6B-AC-57-06-2F-F4","lat":26.641774,"lon":118.17771}
{"firmware":"0.94","device":"E5-3C-F2-2D-96-74","lat":43.7187433,"lon":17.2236492}
{"firmware":"0.9.4","device":"A7-87-61-0D-EE-02","lat":39.7164885,"lon":-77.7312977}
{"firmware":"0.51","device":"31-08-C3-78-DE-2B","lat":53.450694,"lon":-6.1479779}
{"firmware":"0.92","device":"C1-D2-C0-CF-15-11","lat":60.1386576,"lon":17.6375865}
{"firmware":"8.5","device":"A9-A8-C3-A9-6C-FF","lat":56.93333,"lon":49.15361}
{"firmware":"5.6","device":"0A-0F-CC-39-19-15","lat":43.0827206,"lon":46.8282768}
{"firmware":"3.35","device":"50-CE-1D-A1-DD-8A","lat":14.1137718,"lon":122.0496521}
{"firmware":"8.22","device":"4C-FC-6B-F0-22-A9","lat":-7.1480086,"lon":107.8995629}
{"firmware":"0.18","device":"3D-AE-5F-74-28-7B","lat":33.2771465,"lon":131.150964}
{"firmware":"0.27","device":"52-A2-9A-DD-8F-7B","lat":18.298167,"lon":109.452379}
{"firmware":"8.9.9","device":"A5-BA-95-3D-26-65","lat":-8.2296365,"lon":111.4526032}
{"firmware":"0.3.9","device":"43-44-B0-F5-E7-71","lat":53.2001742,"lon":14.7571949}
{"firmware":"3.44","device":"E1-42-A5-A3-0E-BF","lat":22.579117,"lon":113.081508}
{"firmware":"0.69","device":"2C-46-D7-D4-C7-3F","lat":-7.2694279,"lon":112.711668}
{"firmware":"7.9","device":"02-38-66-98-FA-1D","lat":13.4008274,"lon":123.4768981}
{"firmware":"0.10","device":"D9-FC-D4-A2-38-2B","lat":-24.2313531,"lon":-64.8375639}
{"firmware":"1.01","device":"3C-A1-4B-DC-E7-CA","lat":37.627661,"lon":116.391507}
{"firmware":"7.6","device":"F0-25-CD-70-FF-F8","lat":42.7197486,"lon":71.6080009}
{"firmware":"6.9","device":"E0-36-49-52-FD-E5","lat":-7.1610471,"lon":111.5975081}
{"firmware":"3.51","device":"7F-FC-96-38-7E-A8","lat":43.8317876,"lon":4.3686291}
{"firmware":"1.5.9","device":"DC-CF-E8-67-91-DA","lat":28.739865,"lon":106.720976}
{"firmware":"2.55","device":"DB-C9-F5-95-CB-DB","lat":-4.3383128,"lon":-41.8402054}
{"firmware":"3.70","device":"A5-2E-18-DF-52-9C","lat":52.1859951,"lon":20.8461704}
